1,airbnb-recruiting-new-user-bookings,https://www.kaggle.com/etherqua/airbnbdemo,df_all.date_account_created.astype(str),df_all.date_account_created.apply(str),pd.Series.astype,pd.Series.apply 
0,santander-product-recommendation,https://www.kaggle.com/sudalairajkumar/rf-multilabel-framework-lb-0-022475,"np.hstack([train_X, temp_train_X])","np.append(train_X, temp_train_X, axis=1)",np.hstack,np.append
0,santander-product-recommendation,https://www.kaggle.com/sudalairajkumar/rf-multilabel-framework-lb-0-022475,"np.hstack([train_X, temp_train_X])","np.concatenate([train_X, temp_train_X], axis=1)",np.hstack,np.concatenate
0,santander-product-recommendation,https://www.kaggle.com/sudalairajkumar/rf-multilabel-framework-lb-0-022475,"np.hstack([test_X, temp_test_X])","np.concatenate([test_X, temp_test_X], axis=1)",np.hstack,np.concatenate
0,santander-product-recommendation,https://www.kaggle.com/wrosinski/boosted-python-xgb-starter-0-0223532-lb,"np.hstack([test_X, temp_test_X])","np.append(test_X, temp_test_X, axis=1)",np.hstack,np.append
0,santander-product-recommendation,https://www.kaggle.com/wrosinski/boosted-python-xgb-starter-0-0223532-lb,"np.hstack([train_X, temp_train_X])","np.concatenate([train_X, temp_train_X], axis=1)",np.hstack,np.concatenate
1,santander-product-recommendation,https://www.kaggle.com/amznit/rf-multilabel-framework-lb-0-022475,"np.hstack([train_X, temp_train_X])","np.append(train_X, temp_train_X, axis=1)",np.hstack,np.append
1,santander-product-recommendation,https://www.kaggle.com/amznit/rf-multilabel-framework-lb-0-022475,"np.hstack([train_X, temp_train_X])","np.concatenate([train_X, temp_train_X], axis=1)",np.hstack,np.concatenate
1,santander-product-recommendation,https://www.kaggle.com/smartbao/item-recomm2,"y_train.loc[:, (i)]","y_train.ix[:, (i)]",pd.DataFrame.loc,pd.DataFrame.ix
1,santander-product-recommendation,https://www.kaggle.com/sudalairajkumar/rf-multilabel-framework-lb-0-022475,"np.hstack([test_X, temp_test_X])","np.append(test_X, temp_test_X, axis=1)",np.hstack,np.append
1,santander-product-recommendation,https://www.kaggle.com/wrosinski/boosted-python-xgb-starter-0-0223532-lb,"np.hstack([train_X, temp_train_X])","np.append(train_X, temp_train_X, axis=1)",np.hstack,np.append
0,santander-value-prediction-challenge,https://www.kaggle.com/prashantkikani/ensembling-has-always-been-the-answer,"df.loc[(testdex), :]","df.ix[(testdex), :]",pd.DataFrame.loc,pd.DataFrame.ix
0,santander-value-prediction-challenge,https://www.kaggle.com/prashantkikani/ensembling-has-always-been-the-answer,"df.loc[traindex, vocab]","df.ix[traindex, vocab]",pd.DataFrame.loc,pd.DataFrame.ix
0,santander-value-prediction-challenge,https://www.kaggle.com/prashantkikani/ensembling-has-always-been-the-answer,train.ix[trn_idx],train.loc[trn_idx],pd.DataFrame.ix,pd.DataFrame.loc
0,santander-value-prediction-challenge,https://www.kaggle.com/prashantkikani/ensembling-has-always-been-the-answer,train.ix[val_idx],train.loc[val_idx],pd.DataFrame.ix,pd.DataFrame.loc
0,sberbank-russian-housing-market,https://www.kaggle.com/aharless/jiwon-small-improvements-for-magic-number-results,"test.loc[equal_index, 'full_sq']","test.ix[equal_index, 'full_sq']",pd.DataFrame.loc,pd.DataFrame.ix
0,sberbank-russian-housing-market,https://www.kaggle.com/aharless/jiwon-small-improvements-for-magic-number-results,"train.loc[kitch_is_build_year, 'build_year']","train.ix[kitch_is_build_year, 'build_year']",pd.DataFrame.loc,pd.DataFrame.ix
0,sberbank-russian-housing-market,https://www.kaggle.com/aharless/latest-iteration-in-this-silly-game,"train.ix[bad_index, 'life_sq']","train.loc[bad_index, 'life_sq']",pd.DataFrame.ix,pd.DataFrame.loc
0,sberbank-russian-housing-market,https://www.kaggle.com/aharless/latest-iteration-in-this-silly-game,"test.ix[equal_index, 'full_sq']","test.loc[equal_index, 'full_sq']",pd.DataFrame.ix,pd.DataFrame.loc
0,sberbank-russian-housing-market,https://www.kaggle.com/aharless/latest-iteration-in-this-silly-game,"test.ix[equal_index, 'life_sq']","test.loc[equal_index, 'life_sq']",pd.DataFrame.ix,pd.DataFrame.loc
0,sberbank-russian-housing-market,https://www.kaggle.com/aharless/latest-iteration-in-this-silly-game,"test.ix[bad_index, 'life_sq']","test.loc[bad_index, 'life_sq']",pd.DataFrame.ix,pd.DataFrame.loc
0,sberbank-russian-housing-market,https://www.kaggle.com/aharless/latest-iteration-in-this-silly-game,"train.ix[bad_index, 'life_sq']","train.loc[bad_index, 'life_sq']",pd.DataFrame.ix,pd.DataFrame.loc
0,sberbank-russian-housing-market,https://www.kaggle.com/aharless/latest-iteration-in-this-silly-game,"test.ix[bad_index, 'life_sq']","test.loc[bad_index, 'life_sq']",pd.DataFrame.ix,pd.DataFrame.loc
0,sberbank-russian-housing-market,https://www.kaggle.com/aharless/latest-iteration-in-this-silly-game,"train.ix[bad_index, 'full_sq']","train.loc[bad_index, 'full_sq']",pd.DataFrame.ix,pd.DataFrame.loc
0,sberbank-russian-housing-market,https://www.kaggle.com/aharless/latest-iteration-in-this-silly-game,"test.ix[bad_index, 'full_sq']","test.loc[bad_index, 'full_sq']",pd.DataFrame.ix,pd.DataFrame.loc
0,sberbank-russian-housing-market,https://www.kaggle.com/aharless/latest-iteration-in-this-silly-game,"train.ix[kitch_is_build_year, 'kitch_sq']","train.loc[kitch_is_build_year, 'kitch_sq']",pd.DataFrame.ix,pd.DataFrame.loc
0,sberbank-russian-housing-market,https://www.kaggle.com/aharless/latest-iteration-in-this-silly-game,"train.ix[kitch_is_build_year, 'build_year']","train.loc[kitch_is_build_year, 'build_year']",pd.DataFrame.ix,pd.DataFrame.loc
0,sberbank-russian-housing-market,https://www.kaggle.com/aharless/latest-iteration-in-this-silly-game,"train.ix[bad_index, 'kitch_sq']","train.loc[bad_index, 'kitch_sq']",pd.DataFrame.ix,pd.DataFrame.loc
0,sberbank-russian-housing-market,https://www.kaggle.com/aharless/latest-iteration-in-this-silly-game,"test.ix[bad_index, 'kitch_sq']","test.loc[bad_index, 'kitch_sq']",pd.DataFrame.ix,pd.DataFrame.loc
0,sberbank-russian-housing-market,https://www.kaggle.com/aharless/latest-iteration-in-this-silly-game,"train.ix[bad_index, 'kitch_sq']","train.loc[bad_index, 'kitch_sq']",pd.DataFrame.ix,pd.DataFrame.loc
0,sberbank-russian-housing-market,https://www.kaggle.com/aharless/latest-iteration-in-this-silly-game,"test.ix[bad_index, 'kitch_sq']","test.loc[bad_index, 'kitch_sq']",pd.DataFrame.ix,pd.DataFrame.loc
0,sberbank-russian-housing-market,https://www.kaggle.com/aharless/latest-iteration-in-this-silly-game,"train.ix[bad_index, 'full_sq']","train.loc[bad_index, 'full_sq']",pd.DataFrame.ix,pd.DataFrame.loc
0,sberbank-russian-housing-market,https://www.kaggle.com/aharless/latest-iteration-in-this-silly-game,"test.ix[bad_index, 'full_sq']","test.loc[bad_index, 'full_sq']",pd.DataFrame.ix,pd.DataFrame.loc
0,sberbank-russian-housing-market,https://www.kaggle.com/aharless/latest-iteration-in-this-silly-game,"train.ix[bad_index, ['life_sq', 'full_sq']]","train.loc[bad_index, ['life_sq', 'full_sq']]",pd.DataFrame.ix,pd.DataFrame.loc
0,sberbank-russian-housing-market,https://www.kaggle.com/aharless/latest-iteration-in-this-silly-game,"test.ix[bad_index, ['life_sq', 'full_sq']]","test.loc[bad_index, ['life_sq', 'full_sq']]",pd.DataFrame.ix,pd.DataFrame.loc
0,sberbank-russian-housing-market,https://www.kaggle.com/aharless/latest-iteration-in-this-silly-game,"train.ix[bad_index, 'build_year']","train.loc[bad_index, 'build_year']",pd.DataFrame.ix,pd.DataFrame.loc
0,sberbank-russian-housing-market,https://www.kaggle.com/aharless/latest-iteration-in-this-silly-game,"test.ix[bad_index, 'build_year']","test.loc[bad_index, 'build_year']",pd.DataFrame.ix,pd.DataFrame.loc
0,sberbank-russian-housing-market,https://www.kaggle.com/aharless/latest-iteration-in-this-silly-game,"train.ix[bad_index, 'num_room']","train.loc[bad_index, 'num_room']",pd.DataFrame.ix,pd.DataFrame.loc
0,sberbank-russian-housing-market,https://www.kaggle.com/aharless/latest-iteration-in-this-silly-game,"test.ix[bad_index, 'num_room']","test.loc[bad_index, 'num_room']",pd.DataFrame.ix,pd.DataFrame.loc
0,sberbank-russian-housing-market,https://www.kaggle.com/aharless/latest-iteration-in-this-silly-game,"train.ix[bad_index, 'num_room']","train.loc[bad_index, 'num_room']",pd.DataFrame.ix,pd.DataFrame.loc
0,sberbank-russian-housing-market,https://www.kaggle.com/aharless/latest-iteration-in-this-silly-game,"test.ix[bad_index, 'num_room']","test.loc[bad_index, 'num_room']",pd.DataFrame.ix,pd.DataFrame.loc
0,sberbank-russian-housing-market,https://www.kaggle.com/aharless/latest-iteration-in-this-silly-game,"train.ix[bad_index, ['max_floor', 'floor']]","train.loc[bad_index, ['max_floor', 'floor']]",pd.DataFrame.ix,pd.DataFrame.loc
0,sberbank-russian-housing-market,https://www.kaggle.com/aharless/latest-iteration-in-this-silly-game,"train.ix[bad_index, 'floor']","train.loc[bad_index, 'floor']",pd.DataFrame.ix,pd.DataFrame.loc
0,sberbank-russian-housing-market,https://www.kaggle.com/aharless/latest-iteration-in-this-silly-game,"train.ix[bad_index, 'max_floor']","train.loc[bad_index, 'max_floor']",pd.DataFrame.ix,pd.DataFrame.loc
0,sberbank-russian-housing-market,https://www.kaggle.com/aharless/latest-iteration-in-this-silly-game,"test.ix[bad_index, 'max_floor']","test.loc[bad_index, 'max_floor']",pd.DataFrame.ix,pd.DataFrame.loc
0,sberbank-russian-housing-market,https://www.kaggle.com/aharless/latest-iteration-in-this-silly-game,"train.ix[bad_index, 'max_floor']","train.loc[bad_index, 'max_floor']",pd.DataFrame.ix,pd.DataFrame.loc
0,sberbank-russian-housing-market,https://www.kaggle.com/aharless/latest-iteration-in-this-silly-game,"test.ix[bad_index, 'max_floor']","test.loc[bad_index, 'max_floor']",pd.DataFrame.ix,pd.DataFrame.loc
0,sberbank-russian-housing-market,https://www.kaggle.com/aharless/latest-iteration-in-this-silly-game,"train.ix[bad_index, 'floor']","train.loc[bad_index, 'floor']",pd.DataFrame.ix,pd.DataFrame.loc
0,sberbank-russian-housing-market,https://www.kaggle.com/aharless/latest-iteration-in-this-silly-game,"train.ix[bad_index, 'state']","train.loc[bad_index, 'state']",pd.DataFrame.ix,pd.DataFrame.loc
0,sberbank-russian-housing-market,https://www.kaggle.com/anuragupadhyaya/silly-silly-data,"train.ix[bad_index, 'life_sq']","train.loc[bad_index, 'life_sq']",pd.DataFrame.ix,pd.DataFrame.loc
0,sberbank-russian-housing-market,https://www.kaggle.com/anuragupadhyaya/silly-silly-data,"test.ix[equal_index, 'life_sq']","test.loc[equal_index, 'life_sq']",pd.DataFrame.ix,pd.DataFrame.loc
0,sberbank-russian-housing-market,https://www.kaggle.com/anuragupadhyaya/silly-silly-data,"test.ix[bad_index, 'life_sq']","test.loc[bad_index, 'life_sq']",pd.DataFrame.ix,pd.DataFrame.loc
0,sberbank-russian-housing-market,https://www.kaggle.com/anuragupadhyaya/silly-silly-data,"train.ix[bad_index, 'life_sq']","train.loc[bad_index, 'life_sq']",pd.DataFrame.ix,pd.DataFrame.loc
0,sberbank-russian-housing-market,https://www.kaggle.com/anuragupadhyaya/silly-silly-data,"test.ix[bad_index, 'life_sq']","test.loc[bad_index, 'life_sq']",pd.DataFrame.ix,pd.DataFrame.loc
0,sberbank-russian-housing-market,https://www.kaggle.com/anuragupadhyaya/silly-silly-data,"train.ix[bad_index, 'full_sq']","train.loc[bad_index, 'full_sq']",pd.DataFrame.ix,pd.DataFrame.loc
0,sberbank-russian-housing-market,https://www.kaggle.com/anuragupadhyaya/silly-silly-data,"train.ix[kitch_is_build_year, 'kitch_sq']","train.loc[kitch_is_build_year, 'kitch_sq']",pd.DataFrame.ix,pd.DataFrame.loc
0,sberbank-russian-housing-market,https://www.kaggle.com/anuragupadhyaya/silly-silly-data,"train.ix[kitch_is_build_year, 'build_year']","train.loc[kitch_is_build_year, 'build_year']",pd.DataFrame.ix,pd.DataFrame.loc
0,sberbank-russian-housing-market,https://www.kaggle.com/anuragupadhyaya/silly-silly-data,"train.ix[bad_index, 'kitch_sq']","train.loc[bad_index, 'kitch_sq']",pd.DataFrame.ix,pd.DataFrame.loc
0,sberbank-russian-housing-market,https://www.kaggle.com/anuragupadhyaya/silly-silly-data,"test.ix[bad_index, 'kitch_sq']","test.loc[bad_index, 'kitch_sq']",pd.DataFrame.ix,pd.DataFrame.loc
0,sberbank-russian-housing-market,https://www.kaggle.com/anuragupadhyaya/silly-silly-data,"train.ix[bad_index, 'kitch_sq']","train.loc[bad_index, 'kitch_sq']",pd.DataFrame.ix,pd.DataFrame.loc
0,sberbank-russian-housing-market,https://www.kaggle.com/anuragupadhyaya/silly-silly-data,"test.ix[bad_index, 'kitch_sq']","test.loc[bad_index, 'kitch_sq']",pd.DataFrame.ix,pd.DataFrame.loc
0,sberbank-russian-housing-market,https://www.kaggle.com/anuragupadhyaya/silly-silly-data,"train.ix[bad_index, 'full_sq']","train.loc[bad_index, 'full_sq']",pd.DataFrame.ix,pd.DataFrame.loc
0,sberbank-russian-housing-market,https://www.kaggle.com/anuragupadhyaya/silly-silly-data,"test.ix[bad_index, 'full_sq']","test.loc[bad_index, 'full_sq']",pd.DataFrame.ix,pd.DataFrame.loc
0,sberbank-russian-housing-market,https://www.kaggle.com/anuragupadhyaya/silly-silly-data,"train.ix[bad_index, ['life_sq', 'full_sq']]","train.loc[bad_index, ['life_sq', 'full_sq']]",pd.DataFrame.ix,pd.DataFrame.loc
0,sberbank-russian-housing-market,https://www.kaggle.com/anuragupadhyaya/silly-silly-data,"test.ix[bad_index, ['life_sq', 'full_sq']]","test.loc[bad_index, ['life_sq', 'full_sq']]",pd.DataFrame.ix,pd.DataFrame.loc
0,sberbank-russian-housing-market,https://www.kaggle.com/anuragupadhyaya/silly-silly-data,"train.ix[bad_index, 'build_year']","train.loc[bad_index, 'build_year']",pd.DataFrame.ix,pd.DataFrame.loc
0,sberbank-russian-housing-market,https://www.kaggle.com/anuragupadhyaya/silly-silly-data,"test.ix[bad_index, 'build_year']","test.loc[bad_index, 'build_year']",pd.DataFrame.ix,pd.DataFrame.loc
0,sberbank-russian-housing-market,https://www.kaggle.com/anuragupadhyaya/silly-silly-data,"train.ix[bad_index, 'num_room']","train.loc[bad_index, 'num_room']",pd.DataFrame.ix,pd.DataFrame.loc
0,sberbank-russian-housing-market,https://www.kaggle.com/anuragupadhyaya/silly-silly-data,"test.ix[bad_index, 'num_room']","test.loc[bad_index, 'num_room']",pd.DataFrame.ix,pd.DataFrame.loc
0,sberbank-russian-housing-market,https://www.kaggle.com/anuragupadhyaya/silly-silly-data,"train.ix[bad_index, 'num_room']","train.loc[bad_index, 'num_room']",pd.DataFrame.ix,pd.DataFrame.loc
0,sberbank-russian-housing-market,https://www.kaggle.com/anuragupadhyaya/silly-silly-data,"test.ix[bad_index, 'num_room']","test.loc[bad_index, 'num_room']",pd.DataFrame.ix,pd.DataFrame.loc
0,sberbank-russian-housing-market,https://www.kaggle.com/anuragupadhyaya/silly-silly-data,"train.ix[bad_index, ['max_floor', 'floor']]","train.loc[bad_index, ['max_floor', 'floor']]",pd.DataFrame.ix,pd.DataFrame.loc
0,sberbank-russian-housing-market,https://www.kaggle.com/anuragupadhyaya/silly-silly-data,"train.ix[bad_index, 'floor']","train.loc[bad_index, 'floor']",pd.DataFrame.ix,pd.DataFrame.loc
0,sberbank-russian-housing-market,https://www.kaggle.com/anuragupadhyaya/silly-silly-data,"train.ix[bad_index, 'max_floor']","train.loc[bad_index, 'max_floor']",pd.DataFrame.ix,pd.DataFrame.loc
0,sberbank-russian-housing-market,https://www.kaggle.com/anuragupadhyaya/silly-silly-data,"train.ix[bad_index, 'max_floor']","train.loc[bad_index, 'max_floor']",pd.DataFrame.ix,pd.DataFrame.loc
0,sberbank-russian-housing-market,https://www.kaggle.com/anuragupadhyaya/silly-silly-data,"test.ix[bad_index, 'max_floor']","test.loc[bad_index, 'max_floor']",pd.DataFrame.ix,pd.DataFrame.loc
0,sberbank-russian-housing-market,https://www.kaggle.com/anuragupadhyaya/silly-silly-data,"train.ix[bad_index, 'floor']","train.loc[bad_index, 'floor']",pd.DataFrame.ix,pd.DataFrame.loc
0,sberbank-russian-housing-market,https://www.kaggle.com/anuragupadhyaya/silly-silly-data,"train.ix[bad_index, 'state']","train.loc[bad_index, 'state']",pd.DataFrame.ix,pd.DataFrame.loc
0,sberbank-russian-housing-market,https://www.kaggle.com/azuralrainbow/summer,np.sum(probs ** 2),"np.einsum('i->',probs ** 2)",np.sum,np.einsum
0,sberbank-russian-housing-market,https://www.kaggle.com/azuralrainbow/summer,np.sum(probs ** 2),(probs ** 2).sum(),np.sum,np.ndarray.sum
0,sberbank-russian-housing-market,https://www.kaggle.com/bhavesh09/removing-all-bad-values,"train.ix[bad_index, 'life_sq']","train.loc[bad_index, 'life_sq']",pd.DataFrame.ix,pd.DataFrame.loc
0,sberbank-russian-housing-market,https://www.kaggle.com/bhavesh09/removing-all-bad-values,"test.ix[equal_index, 'full_sq']","test.loc[equal_index, 'full_sq']",pd.DataFrame.ix,pd.DataFrame.loc
0,sberbank-russian-housing-market,https://www.kaggle.com/bhavesh09/removing-all-bad-values,"test.ix[equal_index, 'life_sq']","test.loc[equal_index, 'life_sq']",pd.DataFrame.ix,pd.DataFrame.loc
0,sberbank-russian-housing-market,https://www.kaggle.com/bhavesh09/removing-all-bad-values,"test.ix[bad_index, 'life_sq']","test.loc[bad_index, 'life_sq']",pd.DataFrame.ix,pd.DataFrame.loc
0,sberbank-russian-housing-market,https://www.kaggle.com/bhavesh09/removing-all-bad-values,"train.ix[bad_index, 'life_sq']","train.loc[bad_index, 'life_sq']",pd.DataFrame.ix,pd.DataFrame.loc
0,sberbank-russian-housing-market,https://www.kaggle.com/bhavesh09/removing-all-bad-values,"test.ix[bad_index, 'life_sq']","test.loc[bad_index, 'life_sq']",pd.DataFrame.ix,pd.DataFrame.loc
0,sberbank-russian-housing-market,https://www.kaggle.com/bhavesh09/removing-all-bad-values,"train.ix[bad_index, 'full_sq']","train.loc[bad_index, 'full_sq']",pd.DataFrame.ix,pd.DataFrame.loc
0,sberbank-russian-housing-market,https://www.kaggle.com/bhavesh09/removing-all-bad-values,"test.ix[bad_index, 'full_sq']","test.loc[bad_index, 'full_sq']",pd.DataFrame.ix,pd.DataFrame.loc
0,sberbank-russian-housing-market,https://www.kaggle.com/bhavesh09/removing-all-bad-values,"train.ix[kitch_is_build_year, 'kitch_sq']","train.loc[kitch_is_build_year, 'kitch_sq']",pd.DataFrame.ix,pd.DataFrame.loc
0,sberbank-russian-housing-market,https://www.kaggle.com/bhavesh09/removing-all-bad-values,"train.ix[kitch_is_build_year, 'build_year']","train.loc[kitch_is_build_year, 'build_year']",pd.DataFrame.ix,pd.DataFrame.loc
0,sberbank-russian-housing-market,https://www.kaggle.com/bhavesh09/removing-all-bad-values,"train.ix[bad_index, 'kitch_sq']","train.loc[bad_index, 'kitch_sq']",pd.DataFrame.ix,pd.DataFrame.loc
